title,year,vote_count,vote_average,popularity,genres,soup
The Internet's Own Boy: The Story of Aaron Swartz,2014,180,7,6.114898,"['Crime', 'Documentary']",hacker biographi internet crime news aaronswartz timberners-lee corydoctorow brianknappenberger brianknappenberger brianknappenberger Crime Documentary
Transformers: Age of Extinction,2014,3136,5,18.495599,"['Science Fiction', 'Action', 'Adventure']",sequel alien transform giantrobot robot imax markwahlberg stanleytucci kelseygrammer michaelbay michaelbay michaelbay Science Fiction Action Adventure
Finding Vivian Maier,2014,112,7,7.035082,['Documentary'],vivianmaier johnmaloof danielarnaud charliesiskel charliesiskel charliesiskel Documentary
Frank,2014,667,6,5.847845,"['Comedy', 'Drama', 'Mystery']",ident musician music friendship mysteri michaelfassbender maggiegyllenhaal domhnallgleeson lennyabrahamson lennyabrahamson lennyabrahamson Comedy Drama Mystery
They Came Together,2014,173,5,9.139015,['Comedy'],paulrudd amypoehler billhader davidwain davidwain davidwain Comedy
Planes: Fire & Rescue,2014,286,5,7.579855,"['Animation', 'Comedy', 'Adventure', 'Family']",firemen nationalpark sequel anthropomorph danecook edharris juliebowen robertsgannaway robertsgannaway robertsgannaway Animation Comedy Adventure Family
Tammy,2014,508,5,7.359522,['Comedy'],melissamccarthy susansarandon kathybates benfalcone benfalcone benfalcone Comedy
The Babadook,2014,1890,6,8.832788,"['Drama', 'Thriller', 'Horror']",monster nightmar book dysfunctionalfamili singlemoth mothersonrelationship psychologicaldrama griev womandirector essiedavis noahwiseman danielhenshall jenniferkent jenniferkent jenniferkent Drama Thriller Horror
White God,2014,105,6,6.313465,['Drama'],dog revolt zsófiapsotta sándorzsótér lilihorváth kornélmundruczó kornélmundruczó kornélmundruczó Drama
Whiplash,2014,4376,8,64.29999,['Drama'],jazz obsess musicteach newyorkc violenc drummer publichumili jazzband youngadult musicschool milesteller j.k.simmons melissabenoist damienchazelle damienchazelle damienchazelle Drama
Gone Girl,2014,6023,7,154.801009,"['Mystery', 'Thriller', 'Drama']",basedonnovel marriagecrisi disappear cheatinghusband missingperson searchparti murdersuspect benaffleck rosamundpike carriecoon davidfincher davidfincher davidfincher Mystery Thriller Drama
Willie and Phil,1980,0,0,0.3265,[],michaelontkean raysharkey margotkidder paulmazursky paulmazursky paulmazursky
Life Itself,2014,160,7,7.615552,['Documentary'],rogerebert wernerherzog martinscorsese stevejames stevejames stevejames Documentary
Dawn of the Planet of the Apes,2014,4511,7,75.385211,"['Science Fiction', 'Action', 'Drama', 'Thriller']",leader coloni post-apocalypt dystopia forest sequel wood ape scientist monkey medicalresearch animalattack plagu 3d andyserkis jasonclarke garyoldman mattreeves mattreeves mattreeves Science Fiction Action Drama Thriller
The Battered Bastards of Baseball,2014,23,7,1.531619,['Documentary'],kurtrussell toddfield chapmanway chapmanway chapmanway Documentary
No One Lives,2013,173,5,7.202832,"['Horror', 'Thriller']",suicid malenud femalenud shotgun restaur nuditi motel highway polic psychopath murder travel gore serialkil gang blood slasher tortur crash extremeviol violenc countri trailer wreckingyard trackingdevic lukeevans adelaideclemens leetergesen ryûheikitamura ryûheikitamura ryûheikitamura Horror Thriller
Miss Violence,2013,61,6,3.285031,['Drama'],suicid famili themispanou renipittaki eleniroussinou alexandrosavranas alexandrosavranas alexandrosavranas Drama
Charlie's Country,2013,17,7,0.912033,['Drama'],davidgulpilil peterdjigirr lukeford rolfdeheer rolfdeheer rolfdeheer Drama
And So It Goes,2014,166,5,7.69684,"['Comedy', 'Drama', 'Romance']",grandfathergranddaughterrelationship neighbor wealthi elder estrang michaeldouglas dianekeaton sterlingjerins robreiner robreiner robreiner Comedy Drama Romance
Premature,2014,120,5,6.322381,['Comedy'],johnkarna katiefindlay craigroberts danbeers danbeers danbeers Comedy
Sex Tape,2014,1733,5,27.470696,['Comedy'],marriag internet relationship famili sextap camerondiaz jasonsegel robcorddry jakekasdan jakekasdan jakekasdan Comedy
I Origins,2014,1089,7,11.901185,"['Science Fiction', 'Drama']",independentfilm eye michaelpitt britmarling astridbergès-frisbey mikecahill mikecahill mikecahill Science Fiction Drama
The Purge: Anarchy,2014,2008,6,27.756026,"['Horror', 'Thriller']",bus assaultrifl sniper machet dystopia psychopath sequel reveng murder surviv motorcycl violenc oneday maskedman apart death survivalhorror gatlinggun frankgrillo carmenejogo zachgilford jamesdemonaco jamesdemonaco jamesdemonaco Horror Thriller
Words and Pictures,2013,71,6,3.352204,"['Comedy', 'Drama', 'Romance']",painter rivalri teacher school battl art arrog cliveowen juliettebinoche keeganconnortracy fredschepisi fredschepisi fredschepisi Comedy Drama Romance
Guardians of the Galaxy,2014,10014,7,53.291601,"['Action', 'Science Fiction', 'Adventure']",marvelcom spaceship space outerspac orphan adventur aftercreditssting duringcreditssting marvelcinematicunivers chrispratt zoesaldana davebautista jamesgunn jamesgunn jamesgunn Action Science Fiction Adventure
The Expendables 3,2014,1830,6,14.753545,"['Action', 'Adventure', 'Thriller']",cia armsdeal sequel rescuemiss hospit battl revolv sylvesterstallone jasonstatham harrisonford patrickhughes patrickhughes patrickhughes Action Adventure Thriller
Hercules,2014,1707,5,19.606895,"['Action', 'Adventure']",mercenari battl ancientgreec hercul warrior dwaynejohnson ianmcshane johnhurt brettratner brettratner brettratner Action Adventure
Once My Mother,2014,0,0,0.016301,"['History', 'Documentary', 'War', 'Family']",mother refuge worldwarii daughter motherdaughterrelationship poland womandirector sophiaturkiewicz sophiaturkiewicz sophiaturkiewicz History Documentary War Family
A Most Wanted Man,2014,545,6,10.432407,['Thriller'],terror muslim intellig immigr tortur surveil secur philipseymourhoffman rachelmcadams robinwright antoncorbijn antoncorbijn antoncorbijn Thriller
The Trip to Italy,2014,100,6,5.61555,"['Comedy', 'Drama']",stevecoogan robbrydon rosiefellner michaelwinterbottom michaelwinterbottom michaelwinterbottom Comedy Drama
Felony,2014,52,5,4.273751,"['Mystery', 'Thriller', 'Crime']",australian australia polic dirtycop hitandrun accid joeledgerton jaicourtney melissageorge matthewsaville matthewsaville matthewsaville Mystery Thriller Crime
Get on Up,2014,158,6,7.92736,"['Drama', 'Music']",biographi chadwickboseman nelsanellis danaykroyd tatetaylor tatetaylor tatetaylor Drama Music
The Dog,2013,10,6,1.245958,['Documentary'],womandirector johnwojtowicz lizeden georgeheath allisonberg allisonberg allisonberg Documentary
Magic in the Moonlight,2014,749,6,6.626077,"['Comedy', 'Drama', 'Romance']",provenc magic aunt spiritualist colinfirth emmastone hamishlinklater woodyallen woodyallen woodyallen Comedy Drama Romance
Housebound,2014,362,6,5.343018,"['Horror', 'Comedy', 'Thriller']",hauntedhous father-in-law superstit housearrest basement mysteri plottwist explodinghead securityguard dentur morganao'reilly rimatewiata glen-paulwaru gerardjohnstone gerardjohnstone gerardjohnstone Horror Comedy Thriller
The Hundred-Foot Journey,2014,516,7,14.466789,['Drama'],franc basedonnovel indianlead restaur famili helenmirren manishdayal ompuri lassehallström lassehallström lassehallström Drama
Jupiter Ascending,2015,2816,5,21.463465,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']",jupit space womandirector 3d interspeciesrom milakunis channingtatum seanbean lillywachowski lillywachowski lillywachowski Science Fiction Fantasy Action Adventure
Teenage Mutant Ninja Turtles,2014,2677,5,22.337973,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']",martialart terrorist hero mutat van turtl vigilant superhero basedoncom ninja newyorkc sewer reboot scienceexperi 3d meganfox willarnett williamfichtner jonathanliebesman jonathanliebesman jonathanliebesman Science Fiction Action Adventure Fantasy Comedy
The Giver,2014,1859,6,12.472206,"['Drama', 'Science Fiction']",dystopia blackandwhit basedonyoungadultnovel jeffbridges merylstreep brentonthwaites phillipnoyce phillipnoyce phillipnoyce Drama Science Fiction
Revenge of the Green Dragons,2014,34,5,2.820466,"['Drama', 'Action', 'Crime']",justinchon kevinwu harryshumjr. andrewlau andrewlau andrewlau Drama Action Crime
Let's Be Cops,2014,1234,6,15.962793,['Comedy'],corrupt robberi kidnap nightclub malefriendship investig polic parti murder mobster losangel lie impersonatingapoliceoffic flashback jakejohnson damonwayansjr. ninadobrev lukegreenfield lukegreenfield lukegreenfield Comedy
The Inbetweeners 2,2014,214,6,6.3567,['Comedy'],holiday australia vacat simonbird jamesbuckley blakeharrison damonbeesley damonbeesley damonbeesley Comedy
The Sacrament,2013,139,5,5.350658,"['Horror', 'Mystery', 'Thriller']",poison journalist lethalinject interview cult basedontruestori suspens thriller brainwash massacr cultlead mumblegor joeswanberg ajbowen kentuckeraudley tiwest tiwest tiwest Horror Mystery Thriller
Sin City: A Dame to Kill For,2014,1314,6,20.623642,"['Crime', 'Thriller']",detect dystopia dominatrix murder suspens twin basedongraphicnovel darkhorsecom neo-noir 3d mickeyrourke jessicaalba joshbrolin robertrodriguez robertrodriguez robertrodriguez Crime Thriller
The Canal,2014,139,5,12.352907,"['Horror', 'Mystery', 'Thriller']",femalenud sex drown cheat nuditi supernatur pregnanc christma rupertevans antoniacampbell-hughes hannahhoekstra ivankavanagh ivankavanagh ivankavanagh Horror Mystery Thriller
"Two Days, One Night",2014,327,6,6.868022,['Drama'],depress suicideattempt belgium unemploy injustic employeremployeerelationship xanax marioncotillard fabriziorongione oliviergourmet lucdardenne lucdardenne lucdardenne Drama
Coherence,2013,653,7,6.851243,"['Thriller', 'Science Fiction']",paranoia comet alterego poweroutag candl parallelworld alternater dinnerparti hugoarmstrong emilybaldoni nicholasbrendon jameswardbyrkit jameswardbyrkit jameswardbyrkit Thriller Science Fiction
"As Above, So Below",2014,788,6,10.846585,"['Horror', 'Thriller']",pari treasur scientist singinginacar archaeologist lossoffriend subjectivecamera foundfootag perditaweeks benfeldman edwinhodge johnerickdowdle johnerickdowdle johnerickdowdle Horror Thriller
The One I Love,2014,259,6,5.34697,"['Romance', 'Comedy', 'Drama']",weekend therapist marriag dilemma escap coupl discoveri retreat help markduplass elisabethmoss teddanson charliemcdowell charliemcdowell charliemcdowell Romance Comedy Drama
The Guest,2014,661,6,6.441964,"['Mystery', 'Thriller', 'Action']",bar halloween highschool iraqwarveteran murder diner mumblegor danstevens maikamonroe sheilakelley adamwingard adamwingard adamwingard Mystery Thriller Action
Nixon by Nixon: In His Own Words,2014,4,6,0.442069,['Documentary'],richardnixon peterw.kunhardt peterw.kunhardt peterw.kunhardt Documentary
Pride,2014,457,7,9.111867,"['Drama', 'Comedy']",lgbt benschnetzer billnighy imeldastaunton matthewwarchus matthewwarchus matthewwarchus Drama Comedy
Honeymoon,2014,261,5,6.107378,['Horror'],lake honeymoon wood sleepwalk womandirector mumblegor roseleslie harrytreadaway benhuber leighjaniak leighjaniak leighjaniak Horror
The Drop,2014,859,6,11.695036,"['Drama', 'Crime']",robberi bar winter blackmail hitman bartend crimeboss organizedcrim mobster pitbul church cathol brooklynnewyorkc ex-con tomhardy noomirapace jamesgandolfini michaëlr.roskam michaëlr.roskam michaëlr.roskam Drama Crime
The Skeleton Twins,2014,294,6,9.44394,['Drama'],newyork adulteri confess brothersisterrelationship infidel bisexu reject cowardic reunion deathoffath motherdaughterrelationship lesbian inthecloset teacherstudentrelationship mothersonrelationship lgbt gayleadcharact gaybroth estrang kristenwiig billhader lukewilson craigjohnson craigjohnson craigjohnson Drama
Bambi Meets Godzilla,1969,40,6,2.032918,"['Animation', 'Comedy']",forest marvnewland marvnewland marvnewland Animation Comedy
Dim Sum: A Little Bit of Heart,1985,2,2,0.272989,['Comedy'],laureenchew kimchew victorwong waynewang waynewang waynewang Comedy
The Maze Runner,2014,5540,7,76.93789,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",basedonnovel maze post-apocalypt dystopia escap memoryloss erasedmemori trap dystopicfutur runner basedonyoungadultnovel dylano'brien kihonglee kayascodelario wesball wesball wesball Action Mystery Science Fiction Thriller
1971,2014,3,7,0.388844,"['Documentary', 'History']",womandirector richgraff laurena.kennedy bonnieraines johannahamilton johannahamilton johannahamilton Documentary History
Laggies,2014,432,6,12.938085,"['Comedy', 'Romance']",friendship comingofag motherdaughterrelationship femaleprotagonist fatherdaughterrelationship mumblecor womandirector keiraknightley chloëgracemoretz samrockwell lynnshelton lynnshelton lynnshelton Comedy Romance
Force Majeure,2014,255,6,12.165685,"['Comedy', 'Drama']",femalenud darkcomedi familyvac avalanch runningaway swedish near-deathexperi frenchalp psychodrama husbandwiferelationship vacationgonewrong skiholiday swedishfamili lisalovenkongsli johannesbahkuhnke clarawettergren rubenöstlund rubenöstlund rubenöstlund Comedy Drama
White Bird in a Blizzard,2014,289,6,12.898498,"['Thriller', 'Drama']",sex basedonnovel mysteri disappear missingperson teenagesexu shailenewoodley evagreen christophermeloni greggaraki greggaraki greggaraki Thriller Drama
Helter Skelter,1976,17,6,1.860363,"['Crime', 'Drama', 'Thriller']",historicalfigur serialkil georgedicenzo steverailsback nancywolfe tomgries tomgries tomgries Crime Drama Thriller
The Boxtrolls,2014,689,6,11.563909,"['Animation', 'Comedy', 'Family', 'Fantasy']",basedonnovel stopmot fatherdaughterrelationship unlikelyfriendship duringcreditssting benkingsley isaachempstead-wright ellefanning anthonystacchi anthonystacchi anthonystacchi Animation Comedy Family Fantasy
This Is Where I Leave You,2014,512,6,11.313659,"['Drama', 'Comedy']",basedonnovel funer dysfunctionalfamili deathoffath manchild famili mourn griev jasonbateman tinafey adamdriver shawnlevy shawnlevy shawnlevy Drama Comedy
The Look of Silence,2014,75,8,4.943726,"['History', 'Documentary']",malenud massmurd nuditi biographi deathofachild indonesia tortur murder genocid guilt deathofbroth adirukun m.y.basrun amirhasan joshuaoppenheimer joshuaoppenheimer joshuaoppenheimer History Documentary
American Sniper,2014,4600,7,19.228561,"['War', 'Action']",sniper biographi iraq navys u.s.soldi bradleycooper siennamiller kylegallner clinteastwood clinteastwood clinteastwood War Action
Tusk,2014,374,5,6.820925,"['Comedy', 'Horror']",canada obsess walrus decept search disfigur michaelparks justinlong haleyjoelosment kevinsmith kevinsmith kevinsmith Comedy Horror
Horns,2013,878,6,8.363417,"['Thriller', 'Horror', 'Drama', 'Fantasy']",deathofgirlfriend danielradcliffe junotemple kelligarner alexandreaja alexandreaja alexandreaja Thriller Horror Drama Fantasy
Two Night Stand,2014,690,6,6.788822,"['Romance', 'Comedy']","sex newyear'sev one-nightstand snowstorm newyorkc relationship manhattan,newyorkc onlined christma analeightipton milesteller jessicaszohr maxnichols maxnichols maxnichols Romance Comedy"
SS Experiment Love Camp,1976,10,4,1.486119,"['Horror', 'War']",prisonersofwar pervers scientificexperi naziexploitationfilm testicl electricaltortur videonasti eroticmovi mirchacarven paolacorazzi giorgiocerioni sergiogarrone sergiogarrone sergiogarrone Horror War
Dracula Untold,2014,2439,6,16.316318,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']",vampir dracula bite battl 15thcenturi ottomanempir vlad fangvamp lukeevans sarahgadon dominiccooper garyshore garyshore garyshore Horror Action Drama Fantasy War
Stretch,2014,263,6,5.700006,"['Action', 'Comedy', 'Thriller']",patrickwilson jessicaalba brooklyndecker joecarnahan joecarnahan joecarnahan Action Comedy Thriller
The Captive,2014,334,5,14.623692,"['Drama', 'Thriller', 'Crime']",kidnap familyrelationship missingchild icesk cctv ryanreynolds scottspeedman rosariodawson atomegoyan atomegoyan atomegoyan Drama Thriller Crime
